X,Y,Z
-53.29622296294634,193.7088947679969,0.0
-57.26050539262862,191.1080827166558,0.0
-61.36655988297824,188.4578845701134,0.0
-65.20102076678108,186.0225025396343,0.0
-69.15373235757887,183.5514169419298,0.0
-73.20530069717806,181.0594844339095,0.0
-77.1726801587626,178.6589747725159,0.0
-80.89166957650845,176.4439197300632,0.0
-84.61346870662294,174.0748425821188,0.0
31.15910886529102,111.2370047339645,0.0
63.34779994339901,164.049583583668,0.0
30.69057605732963,115.3530364858206,0.0
66.40402527674911,167.2173209572533,0.0
29.65300545508328,119.9789813422121,0.0
69.65244713145665,171.2167199925028,0.0
28.74127796897317,123.9281069522198,0.0
72.42444236730036,175.3411574437935,0.0
27.80634345378634,127.9777532487871,0.0
74.54357147420006,179.7002385025729,0.0
26.79090754780512,132.6999087475343,0.0
75.03814732209075,184.0126378793481,0.0
27.1270178581288,138.6629106714966,0.0
74.51601923519213,188.6631591870841,0.0
-53.66646198798492,79.73882813930571,0.0
29.46164712178683,143.8516752130168,0.0
73.09916973471579,192.713069804786,0.0
-29.66664923730101,175.4602150714444,0.0
-26.51911052573498,177.4668931820247,0.0
-22.92129020167864,179.5736364502928,0.0
-19.24808133787679,181.0242711358604,0.0
-15.62095856057617,181.8453031052427,0.0
-11.54510473188591,182.1162277827552,0.0
-7.662788700391818,181.7522433720843,0.0
-3.535929849906756,180.7688066487838,0.0
0.6502725731739618,179.985491470203,0.0
4.295961780142387,179.6310004776751,0.0
7.750682018678293,179.5694319551085,0.0
11.33718298357313,179.7867355968027,0.0
32.21050388541594,227.9480366751378,0.0
-45.53045896663243,148.0455723796684,0.0
-67.6979285477399,115.601433245983,0.0
22.40005765677513,88.69527641132643,0.0
-33.12425533430319,207.6069362909616,0.0
-46.06440885697538,161.16967903818,0.0
-62.3224093045604,101.597726848525,0.0
30.18130419084868,102.2019514071601,0.0
29.40952894499578,230.3235112990227,0.0
-47.52134362816183,151.789347268435,0.0
-65.9060888000134,110.9335311134971,0.0
25.94177513169302,92.96094048984858,0.0
-36.76145529288555,205.0167841844068,0.0
-43.53779933817942,165.3786429504233,0.0
-60.53056955683388,96.92982471603902,0.0
31.01728606402801,106.709840527561,0.0
-11.02604593090584,224.1874105058362,0.0
-73.07344779091943,129.605139643441,0.0
7.271604470354893,80.11084107680806,0.0
-14.36962443457374,221.5826208157118,0.0
-71.28160804319292,124.9372375109551,0.0
11.9395066028409,81.90268082453457,0.0
-17.98423910132774,218.8060803332831,0.0
-69.4897682954664,120.2693353784691,0.0
17.77728137505609,84.91386841098861,0.0
-21.77408794100927,215.9381888473849,0.0
-29.25719807163685,210.4027234353222,0.0
-47.47840938386508,156.105253257914,0.0
-64.1142490522869,106.265628981011,0.0
28.53306108291098,97.57018942613064,0.0
-25.4688823964343,213.1841630791758,0.0
-7.47794744659791,226.9904542670634,0.0
-74.86528753864593,134.2730417759271,0.0
2.603702337868887,78.31900132908157,0.0
-4.20000552045674,229.6162588358148,0.0
-76.65712728637243,138.9409439084131,0.0
-2.06419979461712,76.52716158135506,0.0
34.48751404147054,225.4497295067636,0.0
-82.03264652955194,152.9446503058711,0.0
-16.06790619207514,71.15164233817555,0.0
36.34999939264477,222.8365240271289,0.0
-83.82448627727845,157.6125524383571,0.0
-20.73580832456114,69.35980259044904,0.0
37.99565440400134,219.8110486282277,0.0
-85.61632602500497,162.2804545708431,0.0
-25.30234725667826,67.74865770195834,0.0
39.28540236986217,216.4931017464616,0.0
-87.18817583847968,166.8720876597017,0.0
-29.64885335283411,66.97938462165976,0.0
40.31265190681543,211.9092820036178,0.0
-86.83318080957896,170.7566787245765,0.0
-35.02243098844299,67.09185324210144,0.0
40.56142413526607,207.9476777090174,0.0
40.13800921833006,203.3953350750626,0.0
38.84862575666053,198.6525749318148,0.0
37.20922977672359,195.0491771325478,0.0
-40.81574195613386,202.1739877887768,0.0
19.73600117824226,181.4519547870091,0.0
