X,Y,Z
-81.60887785396207,151.8406951631322,0.0
-66.91307698976095,171.6821089186662,0.0
-68.08738208704952,173.4230878210318,0.0
-69.2616871843381,175.1640667233974,0.0
-70.34434772703504,177.208104248058,0.0
-69.17828903558939,182.8194925605919,0.0
-67.23168057210066,179.307624754157,0.0
-63.91553028188049,181.54439636804,0.0
-62.83615160554331,187.0973182721431,0.0
-58.21077388349244,188.2872262216734,0.0
-55.97400226960945,184.9710759314533,0.0
-53.00116914759261,189.147469498712,0.0
-50.76439753370962,185.8313192084918,0.0
-46.22249551569249,187.6814724736331,0.0
-48.45926712957547,190.9976227638532,0.0
-45.37402348008622,194.2920442106428,0.0
-40.66184128771939,194.8167717455989,0.0
-42.89861290160237,198.132922035819,0.0
-38.29826928992969,198.8234570852861,0.0
-40.53504090381269,202.1396073755062,0.0
-11.38795285614027,221.7995665048174,0.0
-14.45539187459392,219.7305527619756,0.0
-20.59026991150124,215.5925252762921,0.0
-23.65770892995489,213.5235115334503,0.0
-26.72514794840854,211.4544977906085,0.0
-29.7925869668622,209.3854840477668,0.0
-24.65613420556677,208.3870587721549,0.0
-21.58869518711311,210.4560725149966,0.0
-18.52125616865946,212.5250862578384,0.0
-15.45381715020581,214.5941000006802,0.0
-12.38637813175215,216.6631137435219,0.0
-9.3189391132985,218.7321274863637,0.0
-6.16859633758934,220.8570605195525,0.0
30.78104671510373,227.1079739553915,0.0
14.66930111907085,233.3439521404802,0.0
14.52983076899632,229.3500438702892,0.0
14.45998923001281,227.3500438702892,0.0
14.32030615204585,223.3500438702892,0.0
28.26183829162568,223.9244995380062,0.0
28.88238341677222,224.7086702768488,0.0
24.99448007959477,219.795602864156,0.0
25.70790353627541,220.6971421341661,0.0
20.01167818034172,192.1292937449579,0.0
22.25301699010154,188.8162286475195,0.0
25.41603437780106,184.1407719677234,0.0
-1.955235027878194,191.3010274705983,0.0
-2.230507272803556,188.8162286475195,0.0
-2.50577951772892,186.3314298244407,0.0
-26.34262628618248,180.6514145019652,0.0
-28.57939790006548,183.9675647921854,0.0
-30.25697661047771,186.4546775098505,0.0
-29.13859080353622,184.7966023647404,0.0
-43.33894622191239,179.5376634863149,0.0
-41.2851543476841,176.1051805748711,0.0
-40.25825841056997,174.3889391191491,0.0
-38.20446653634172,170.9564562077053,0.0
-48.03783847942549,152.9680252914857,0.0
-58.04179016371204,148.3940827144019,0.0
-55.95005481154304,149.350452525974,0.0
-51.76658410720502,151.2631921491181,0.0
-52.68647847393126,133.2495561683042,0.0
-46.71397547871388,135.9802656522868,0.0
-43.13725186620317,137.6155922646115,0.0
-39.95417633029382,139.0709376300472,0.0
-37.93349082836846,134.4969950529634,0.0
-79.22956676892967,159.5945184221362,0.0
-80.66303856711087,163.328840128125,0.0
-83.50522408296301,162.368641454162,0.0
-86.34740959881512,161.408442780199,0.0
-77.7960949707485,155.8601967161474,0.0
-76.36262317256725,152.1258750101586,0.0
-75.42904274607007,152.4842429597039,0.0
-73.46257841776944,140.3853579678742,0.0
-68.27015637152681,131.0442782403705,0.0
-27.99155749380589,206.4087092876434,0.0
6.153898444395865,88.97595181193938,0.0
-66.869785731781,131.5818301646885,0.0
-64.04881280011324,120.0473022641656,0.0
-59.51932954393811,108.2475949647901,0.0
-58.11895890419231,108.7851468891081,0.0
25.53230829122188,144.4655409396988,0.0
-53.46508718228993,95.26618250307983,0.0
-51.85243140933609,91.06507058384241,0.0
-48.11810970334727,92.49854238202363,0.0
-50.23977563638223,86.86395866460501,0.0
29.91775099586518,226.0170440381917,0.0
62.6876329449714,194.6428420527439,0.0
-46.50545393039342,88.29743046278621,0.0
-35.40860662199894,78.13151813176265,0.0
-43.13725186620324,190.9758939204227,0.0
-36.68546725129377,72.17284351623691,0.0
-37.10452598827072,70.21723880797829,0.0
-37.31405535675923,69.23943645384898,0.0
-40.66184128771935,133.2495561683042,0.0
-13.03387821632577,74.0559171557648,0.0
-13.46599849384297,74.95773313796875,0.0
71.55510966446685,173.5064243844434,0.0
-15.1944796039117,78.56499706678454,0.0
20.43148835331573,147.6249136560871,0.0
42.20389029048046,159.7918353888094,0.0
23.9340210974214,186.3314298244407,0.0
41.80412021182239,160.7818465086742,0.0
42.5783194341476,158.8645798596413,0.0
44.05069507382478,155.2183133336657,0.0
44.42512421749186,154.2910578044977,0.0
44.79955336115914,153.3638022753298,0.0
68.48769785773901,176.0737157212314,0.0
-49.73076547630113,96.69965430126103,0.0
65.42028605101122,178.6410070580194,0.0
62.03684112105164,193.8835858364906,0.0
65.94159206457029,198.43912313401,0.0
64.27000662348829,179.6037413093149,0.0
23.83203497858648,145.5186651784949,0.0
27.23258160385727,143.4124167009027,0.0
27.23258160385727,131.1817298575074,0.0
22.73258160385727,131.1817298575074,0.0
21.23258160385726,131.1817298575074,0.0
-43.39019174707023,132.002117283645,0.0
19.73258160385726,131.1817298575074,0.0
28.44564248636832,104.2113678990913,0.0
65.29080024065048,197.6798669177568,0.0
26.95861594723203,104.9461345509189,0.0
23.78697319751313,101.4939288951066,0.0
-49.73076547630114,134.6009482933517,0.0
3.439645068831279,125.7566860130909,0.0
22.28732421248163,102.2349325252693,0.0
-39.23136247345585,172.6726976634272,0.0
25.11138291533218,100.839514149708,0.0
21.23258160385726,88.26949064868994,0.0
18.33603365055511,91.02811529771724,0.0
-72.78460247620382,180.3870034304941,0.0
17.24982816806677,92.06259954110243,0.0
-17.52283089304758,217.6615390191338,0.0
42.60165571884663,186.2403045023919,0.0
16.16362268557846,93.0970837844877,0.0
9.029720660094407,82.59397354625291,0.0
8.413473042444712,83.96154031747145,0.0
-36.26640851431678,74.12844822449551,0.0
31.25054972373233,176.4345718582863,0.0
-72.06220777802363,140.9229098921922,0.0
-33.66320831543594,108.9602890531542,0.0
66.95399195437513,177.3573613896254,0.0
-8.237610080431116,223.9244995380062,0.0
53.03270386590305,190.5873669168263,0.0
-65.44918343985903,119.5097503398476,0.0
-53.85831945937403,150.3068223375461,0.0
-25.78343338271174,179.8223769294101,0.0
-60.59937999166032,183.7811679819229,0.0
14.39014769102933,225.3500438702892,0.0
-41.3935346169301,105.4258788799531,0.0
-8.186103142954686,126.6742798863029,0.0
-15.62659988142887,79.46681304898848,0.0
48.33856259188013,201.5603460074213,0.0
-13.81172700853606,91.84155731986168,0.0
29.78267465008257,103.5507161753576,0.0
35.82924228836858,185.5476510994843,0.0
54.77209858340925,197.7055289370923,0.0
56.9166105805856,196.4205899136494,0.0
52.62758658623289,198.9904679605353,0.0
51.76978178736233,199.5044435699125,0.0
46.84974517501625,194.2920442106428,0.0
47.70754997388681,193.7780686012657,0.0
45.32529958191743,195.2054546435374,0.0
